id,name,desig,en,pinyin
64244,常陈增四,HIP64244,Royal Guards Added IV,Chángchén zēng IV
64246,常陈增六,17 CVn,Royal Guards Added VI,Chángchén zēng VI
64355,常陈增二,HIP64355,Royal Guards Added II,Chángchén zēng II
64394,周鼎一,β Com,Tripod of the Zhou I,Zhōudǐng I
64407,天门一,53 Vir,Celestial Gate I,Tiānmén I
64520,天门增三,54 Vir,Celestial Gate Added III,Tiānmén zēng III
64577,天门增二,55 Vir,Celestial Gate Added II,Tiānmén zēng II
64625,角宿增十三,56 Vir,Horn Added XIII,Jiǎoxiù zēng XIII
64725,天门增一,57 Vir,Celestial Gate Added I,Tiānmén zēng I
64792,东次将增三,e Vir,The Second Eastern General Added III,Dōngcìjiàng zēng III
64834,角宿增十一,LP Vir,Horn Added XI,Jiǎoxiù zēng XI
64844,常陈增三,20 CVn,Royal Guards Added III,Chángchén zēng III
64852,天田增一[角宿],σ Vir,Celestial Farmland Added I (In Horn Mansion),Tiāntián zēng I
64906,三公三[紫微垣],21 CVn,Three Excellencies III (In Purple Forbidden Enclosure),Sāngōng III
64924,天门增四,61 Vir,Celestial Gate Added IV,Tiānmén zēng IV
64962,平一,γ Hya,Judging I,Píng I
65074,角宿增十,62 Vir,Horn Added X,Jiǎoxiù zēng X
65109,柱十一[角宿],ι Cen,Pillars XI (In Horn Mansion),Zhù XI
65129,马腹二,HD115842,Horse's Abdomen II,Mǎfù II
65241,天田增二[角宿],64 Vir,Celestial Farmland Added II (In Horn Mansion),Tiāntián zēng II
65301,天门增五,63 Vir,Celestial Gate Added V,Tiānmén zēng V
65323,角宿增一,65 Vir,Horn Added I,Jiǎoxiù zēng I
65378,开阳,ζ UMa,The Opener of Heat,Kāiyáng
65420,角宿增十六,66 Vir,Horn Added XVI,Jiǎoxiù zēng XVI
65474,角宿一,α Vir,Horn I,Jiǎoxiù I
65477,开阳增一,g UMa,The Opener of Heat Added I,Kāiyáng zēng I
65581,角宿增九,i Vir,Horn Added IX,Jiǎoxiù zēng IX
65639,天门二,69 Vir,Celestial Gate II,Tiānmén II
65721,东上将增一,70 Vir,The Great Eastern General Added I,Dōngshàngjiàng zēng I
65790,东上将增二,71 Vir,The Great Eastern General Added II,Dōngshàngjiàng zēng II
65892,角宿增二,72 Vir,Horn Added II,Jiǎoxiù zēng II
65936,库楼五,d Cen,Arsenal V,Kùlóu V
66006,角宿增三,l Vir,Horn Added III,Jiǎoxiù zēng III
66015,天门增十一,73 Vir,Celestial Gate Added XI,Tiānmén zēng XI
66091,天门增六,75 Vir,Celestial Gate Added VI,Tiānmén zēng VI
66098,角宿增八,h Vir,Horn Added VIII,Jiǎoxiù zēng VIII
66200,天田一[角宿],o Vir,Celestial Farmland I (In Horn Mansion),Tiāntián I
66234,三公二[紫微垣],24 CVn,Three Excellencies II (In Purple Forbidden Enclosure),Sāngōng II
66249,角宿二,ζ Vir,Horn II,Jiǎoxiù II
66320,角宿增四,80 Vir,Horn Added IV,Jiǎoxiù zēng IV
66465,角宿增五,HIP66465,Horn Added V,Jiǎoxiù zēng V
66610,东上将增三,HD118840,The Great Eastern General Added III,Dōngshàngjiàng zēng III
66634,开阳增二,82 UMa,The Opener of Heat Added II,Kāiyáng zēng II
66640,东上将增四,HD118889,The Great Eastern General Added IV,Dōngshàngjiàng zēng IV
66657,南门一,ε Cen,Southern Gate I,Nánmén I
66727,右摄提增三,1 Boo,Right Conductor Added III,Yòushètí zēng III
66738,辅增一,83 UMa,Assistant Added I,Fǔ zēng I
66763,右摄提增二,2 Boo,Right Conductor Added II,Yòushètí zēng II
66798,太乙,HD119476,First Great One,Tàiyǐ
66803,平道二,m Vir,Flat Road II,Píngdào II
66936,天田增三[角宿],84 Vir,Celestial Farmland Added III (In Horn Mansion),Tiāntián zēng III
66992,右摄提增四,HD119584,Right Conductor Added IV,Yòushètí zēng IV
67057,天门增七,83 Vir,Celestial Gate Added VII,Tiānmén zēng VII
67139,天门增八,85 Vir,Celestial Gate Added VIII,Tiānmén zēng VIII
67153,柱九[角宿],i Cen,Pillars IX (In Horn Mansion),Zhù IX
67172,角宿增七,86 Vir,Horn Added VII,Jiǎoxiù zēng VII
67231,辅增二,84 UMa,Assistant Added II,Fǔ zēng II
67239,帝席增一,3 Boo,Mattress of the Emperor Added I,Dìxí zēng I
67275,右摄提增五,τ Boo,Right Conductor Added V,Yòushètí zēng V
67288,天门增十,87 Vir,Celestial Gate Added X,Tiānmén zēng X
67301,摇光,η UMa,The Twinkling Brilliance,Yáoguāng
67355,角宿增六,HD120235,Horn Added VI,Jiǎoxiù zēng VI
67457,库楼四,g Cen,Arsenal IV,Kùlóu IV
67459,右摄提三,υ Boo,Right Conductor III,Yòushètí III
67464,衡一,ν Cen,Railings I,Héng I
67472,衡二,μ Cen,Railings II,Héng II
67480,右摄提增一,e Boo,Right Conductor Added I,Yòushètí zēng I
67494,天门增九,89 Vir,Celestial Gate Added IX,Tiānmén zēng IX
67627,天乙,i Dra,Celestial Great One,Tiānyǐ
67669,柱八[角宿],k Cen,Pillars VIII (In Horn Mansion),Zhù VIII
67786,柱七[角宿],h Cen,Pillars VII (In Horn Mansion),Zhù VII
67787,右摄提增六,7 Boo,Right Conductor Added VI,Yòushètí zēng VI
67848,辅增三,86 UMa,Assistant Added III,Fǔ zēng III
67927,右摄提一,η Boo,Right Conductor I,Yòushètí I
67929,天田增六[角宿],p Vir,Celestial Farmland Added VI (In Horn Mansion),Tiāntián zēng VI
68002,库楼一,ζ Cen,Arsenal I,Kùlóu I
68092,天田增五[角宿],92 Vir,Celestial Farmland Added V (In Horn Mansion),Tiāntián zēng V
68103,帝席三,9 Boo,Mattress of the Emperor III,Dìxí III
68245,衡三,φ Cen,Railings III,Héng III
68269,平增四,47 Hya,Judging Added IV,Píng zēng IV
68282,柱二[角宿],υ1 Cen,Pillars II (In Horn Mansion),Zhù II
68390,平增三,48 Hya,Judging Added III,Píng zēng III
68478,帝席二,11 Boo,Mattress of the Emperor II,Dìxí II
68520,天田增七[角宿],τ Vir,Celestial Farmland Added VII (In Horn Mansion),Tiāntián zēng VII
68523,柱一[角宿],υ2 Cen,Pillars I (In Horn Mansion),Zhù I
68702,马腹一,β Cen,Horse's Abdomen I,Mǎfù I
68756,右枢,α Dra,Right Pivot,Yòushū
68862,衡四,χ Cen,Railings IV,Héng IV
68888,亢宿增一,94 Vir,Neck Added I,Kàngxiù zēng I
68895,平二,π Hya,Judging II,Píng II
68933,库楼三,θ Cen,Arsenal III,Kùlóu III
68940,亢宿增二,95 Vir,Neck Added II,Kàngxiù zēng II
68956,庶子增二,3 UMi,Bastard Added II,Shùzǐ zēng II
69068,天枪增一,13 Boo,Celestial Spear Added I,Tiānqiāng zēng I
69112,后宫,4 UMi,Harem,Hòugōng
69127,亢宿增三,96 Vir,Neck Added III,Kàngxiù zēng III
69226,帝席一,d Boo,Mattress of the Emperor I,Dìxí I
69260,亢池二,HD124034,Boats and Lake II,Kàngchí II
69373,天床一,HD124730,Celestial Bed I,Tiānchuáng I
69403,亢宿增四,HIP69403,Neck Added IV,Kàngxiù zēng IV
69415,折威增一,50 Hya,Executions Added I,Zhéwēi zēng I
69427,亢宿一,κ Vir,Neck I,Kàngxiù I
69481,天枪一,κ1 Boo,Celestial Spear I,Tiānqiāng I
69536,亢池三,14 Boo,Boats and Lake III,Kàngchí III
69673,大角,α Boo,Great Horn,Dàjiǎo
69701,亢宿二,ι Vir,Neck II,Kàngxiù II
69713,天枪二,ι Boo,Celestial Spear II,Tiānqiāng II
69732,玄戈,λ Boo,Sombre Lance,Xuángē
69754,南门增一,HIP69754,Southern Gate Added I,Nánmén zēng I
69896,异雀七,η Aps,Exotic Bird VII,Yìquè VII
69974,亢宿四,λ Vir,Neck IV,Kàngxiù IV
69989,亢池四,18 Boo,Boats and Lake IV,Kàngchí IV
69996,柱三[角宿],ι Lup,Pillars III (In Horn Mansion),Zhù III
70012,亢宿增十二,υ Vir,Neck Added XII,Kàngxiù zēng XII
70027,亢池一,20 Boo,Boats and Lake I,Kàngchí I
70090,柱六[角宿],ψ Cen,Pillars VI (In Horn Mansion),Zhù VI
70220,亢宿增十一,HD125817,Neck Added XI,Kàngxiù zēng XI
70248,异雀九,ε Aps,Exotic Bird IX,Yìquè IX
70300,柱五[角宿],a Cen,Pillars V (In Horn Mansion),Zhù V
70306,折威增二,k Hya,Executions Added II,Zhéwēi zēng II
70497,天枪三,θ Boo,Celestial Spear III,Tiānqiāng III
70574,柱四[角宿],τ1 Lup,Pillars IV (In Horn Mansion),Zhù IV
70602,大角增一,f Boo,Great Horn Added I,Dàjiǎo zēng I
70638,异雀五,δ Oct,Exotic Bird V,Yìquè V
70680,亢宿增六,104 Vir,Neck Added VI,Kàngxiù zēng VI
70692,庶子,5 UMi,Bastard,Shùzǐ
70755,亢宿三,φ Vir,Neck III,Kàngxiù III
70791,天枪增二,g Boo,Celestial Spear Added II,Tiānqiāng zēng II
70794,亢宿增五,106 Vir,Neck Added V,Kàngxiù zēng V
71053,梗河三,ρ Boo,Celestial Lance III,Gěnghé III
71075,招摇,γ Boo,Twinkling Indicator,Zhāoyáo
71121,车骑三,σ Lup,Chariots and Cavalry III,Chēqí III
71284,梗河二,σ Boo,Celestial Lance II,Gěnghé II
71352,库楼二,η Cen,Arsenal II,Kùlóu II
71536,车骑二,ρ Lup,Chariots and Cavalry II,Chēqí II
71618,玄戈增一,33 Boo,Sombre Lance Added I,Xuángē zēng I
71652,折威三,HIP71652,Executions III,Zhéwēi III
71683,南门二,α1 Cen,Southern Gate II,Nánmén II
71762,左摄提二,π1 Boo,Left Conductor II,Zuǒshètí II
71795,左摄提三,ζ Boo,Left Conductor III,Zuǒshètí III
71832,左摄提增三,31 Boo,Left Conductor Added III,Zuǒshètí zēng III
71837,左摄提增二,32 Boo,Left Conductor Added II,Zuǒshètí zēng II
71860,骑官十,α Lup,Imperial Guards X,Qíguān X
71865,阳门一,b Cen,Gate of Yang I,Yángmén I
71908,南门增二,α Cir,Southern Gate Added II,Nánmén zēng II
71957,亢宿增七,μ Vir,Neck Added VII,Kàngxiù zēng VII
71974,折威五,4 Lib,Executions V,Zhéwēi V
71995,梗河增五,34 Boo,Celestial Lance Added V,Gěnghé zēng V
72010,阳门二,c1 Cen,Gate of Yang II,Yángmén II
72105,梗河一,ε Boo,Celestial Lance I,Gěnghé I
72125,左摄提一,ο Boo,Left Conductor I,Zuǒshètí I
72154,亢宿增九,108 Vir,Neck Added IX,Kàngxiù zēng IX
72181,天床六,HIP72181,Celestial Bed VI,Tiānchuáng VI
72194,氐宿增六,5 Lib,Root Added VI,Dīxiù zēng VI
72197,折威增三,m Hya,Executions Added III,Zhéwēi zēng III
72220,亢宿增十,109 Vir,Neck Added X,Kàngxiù zēng X
72323,折威增四,55 Hya,Executions Added IV,Zhéwēi zēng IV
72357,折威增五,56 Hya,Executions Added V,Zhéwēi zēng V
72370,异雀八,α Aps,Exotic Bird VIII,Yìquè VIII
72378,折威增七,57 Hya,Executions Added VII,Zhéwēi zēng VII
72487,玄戈增二,h Boo,Sombre Lance Added II,Xuángē zēng II
72489,氐宿增五,μ Lib,Root Added V,Dīxiù zēng V
72524,天枪增三,39 Boo,Celestial Spear Added III,Tiānqiāng zēng III
72571,阵车增一,E Hya,Battle Chariots Added I,Zhènchē zēng I
72603,氐宿增七,α1 Lib,Root Added VII,Dīxiù zēng VII
72607,帝,β UMi,Emperor,Dì
72622,氐宿一,α2 Lib,Root I,Dīxiù I
72631,亢宿增八,11 Lib,Neck Added VIII,Kàngxiù zēng VIII
72659,左摄提增一,ξ Boo,Left Conductor Added I,Zuǒshètí zēng I
72683,骑官九,ο Lup,Imperial Guards IX,Qíguān IX
72702,氐宿增八,HD131027,Root Added VIII,Dīxiù zēng VIII
72848,左摄提增四,DE Boo,Left Conductor Added IV,Zuǒshètí zēng IV
72929,折威六,12 Lib,Executions VI,Zhéwēi VI
72934,氐宿增四,ξ1 Lib,Root Added IV,Dīxiù zēng IV
73133,氐宿增三,ξ2 Lib,Root Added III,Dīxiù zēng III
73165,氐宿增廿九,16 Lib,Root Added XXIX,Dīxiù zēng XXIX
73189,折威增六,HD131992,Executions Added VI,Zhéwēi zēng VI
73199,天床五,RR UMi,Celestial Bed V,Tiānchuáng V
73249,氐宿增卅,17 Lib,Root Added XXX,Dīxiù zēng XXX
73273,骑官四,β Lup,Imperial Guards IV,Qíguān IV
73284,阵车增二,59 Hya,Battle Chariots Added II,Zhènchē zēng II
73310,氐宿增二,18 Lib,Root Added II,Dīxiù zēng II
73334,骑官三,κ Cen,Imperial Guards III,Qíguān III
73369,七公增六,40 Boo,Seven Excellencies Added VI,Qīgōng zēng VI
73440,天床增一,9 UMi,Celestial Bed Added I,Tiānchuáng zēng I
73473,氐宿增一,δ Lib,Root Added I,Dīxiù zēng I
73536,氐宿增廿八,2 Ser,Root Added XXVIII,Dīxiù zēng XXVIII
73555,七公增五,β Boo,Seven Excellencies Added V,Qīgōng zēng V
73566,阵车二,60 Hya,Battle Chariots II,Zhènchē II
73568,梗河增四,ω Boo,Celestial Lance Added IV,Gěnghé zēng IV
73620,氐宿增廿七,110 Vir,Root Added XXVII,Dīxiù zēng XXVII
73695,天枪增四,i Boo,Celestial Spear Added IV,Tiānqiāng zēng IV
73714,折威七,σ Lib,Executions VII,Zhéwēi VII
73745,梗河增一,ψ Boo,Celestial Lance Added I,Gěnghé zēng I
73807,骑官八,π Lup,Imperial Guards VIII,Qíguān VIII
73808,庶子增三,HIP73808,Bastard Added III,Shùzǐ zēng III
73945,氐宿增十,ν Lib,Root Added X,Dīxiù zēng X
73953,氐宿增九,22 Lib,Root Added IX,Dīxiù zēng IX
73996,梗河增三,c Boo,Celestial Lance Added III,Gěnghé zēng III
74087,梗河增二,b Boo,Celestial Lance Added II,Gěnghé zēng II
74117,骑官五,λ Lup,Imperial Guards V,Qíguān V
74376,骑阵将军,κ1 Lup,Chariots and Cavalry General,Qízhènjiāngjūn
74392,氐宿二,ι Lib,Root II,Dīxiù II
74395,车骑一,ζ Lup,Chariots and Cavalry I,Chēqí I
74493,氐宿增十一,25 Lib,Root Added XI,Dīxiù zēng XI
74596,贯索增一,χ Boo,Coiled Thong Added I,Guànsuǒ zēng I
74600,氐宿增十二,26 Lib,Root Added XII,Dīxiù zēng XII
74604,顿顽二,i Lup,Trials II,Dùnwán II
74605,天床二,HD136064,Celestial Bed II,Tiānchuáng II
74649,蜀增二,3 Ser,Shu Added II,Shǔ zēng II
74666,七公七,δ Boo,Seven Excellencies VII,Qīgōng VII
74689,氐宿增廿六,4 Ser,Root Added XXVI,Dīxiù zēng XXVI
74785,氐宿四,β Lib,Root IV,Dīxiù IV
74793,天床增二,11 UMi,Celestial Bed Added II,Tiānchuáng zēng II
74857,阵车三,f Lup,Battle Chariots III,Zhènchē III
74911,骑官七,μ Lup,Imperial Guards VII,Qíguān VII
74946,三角形一,γ TrA,Triangle I,Sānjiǎoxíng I
74975,氐宿增廿四,5 Ser,Root Added XXIV,Dīxiù zēng XXIV
75049,贯索增二,ο CrB,Coiled Thong Added II,Guànsuǒ zēng II
75097,太子,γ UMi,Crown Prince,Tàizǐ
75110,氐宿增十三,28 Lib,Root Added XIII,Dīxiù zēng XIII
75118,氐宿增十七,ο Lib,Root Added XVII,Dīxiù zēng XVII
75119,氐宿增廿五,6 Ser,Root Added XXV,Dīxiù zēng XXV
75141,骑官二,δ Lup,Imperial Guards II,Qíguān II
75177,顿顽一,φ1 Lup,Trials I,Dùnwán I
75264,骑官六,ε Lup,Imperial Guards VI,Qíguān VI
75294,氐宿增十八,30 Lib,Root Added XVIII,Dīxiù zēng XVIII
75304,顿顽增一,φ2 Lup,Trials Added I,Dùnwán zēng I
75312,贯索增三,η CrB,Coiled Thong Added III,Guànsuǒ zēng III
75379,氐宿增廿,ε Lib,Root Added XX,Dīxiù zēng XX
75411,七公六,μ1 Boo,Seven Excellencies VI,Qīgōng VI
75458,左枢,ι Dra,Left Pivot,Zuǒshū
75530,周增一,τ1 Ser,Zhou Added I,Zhōu zēng I
75695,贯索三,β CrB,Coiled Thong III,Guànsuǒ III
75730,氐宿增十六,32 Lib,Root Added XVI,Dīxiù zēng XVI
75761,氐宿增廿三,10 Ser,Root Added XXIII,Dīxiù zēng XXIII
75944,氐宿增十五,34 Lib,Root Added XV,Dīxiù zēng XV
75973,七公五,ν1 Boo,Seven Excellencies V,Qīgōng V
76008,勾陈增七,θ UMi,Curved Array Added VII,Gōuchén zēng VII
76013,三角形增三,κ1 Aps,Triangle Added III,Sānjiǎoxíng zēng III
76041,七公增九,ν2 Boo,Seven Excellencies Added IX,Qīgōng zēng IX
76126,氐宿增十四,ζ Lib,Root Added XIV,Dīxiù zēng XIV
76127,贯索二,θ CrB,Coiled Thong II,Guànsuǒ II
76133,氐宿增廿一,A1 Ser,Root Added XXI,Dīxiù zēng XXI
76219,氐宿增十九,37 Lib,Root Added XIX,Dīxiù zēng XIX
76259,天辐增一,36 Lib,Celestial Spokes Added I,Tiānfú zēng I
76267,贯索四,α CrB,Coiled Thong IV,Guànsuǒ IV
76276,秦,δ Ser,Qin,Qín
76297,骑官一,γ Lup,Imperial Guards I,Qíguān I
76307,七公增八,μ CrB,Seven Excellencies Added VIII,Qīgōng zēng VIII
76333,氐宿三,γ Lib,Root III,Dīxiù III
76337,周增五,τ3 Ser,Zhou Added V,Zhōu zēng V
76423,周增二,τ4 Ser,Zhou Added II,Zhōu zēng II
76424,周增三,τ5 Ser,Zhou Added III,Zhōu zēng III
76425,秦增二,16 Ser,Qin Added II,Qín zēng II
76427,氐宿增廿二,14 Ser,Root Added XXII,Dīxiù zēng XXII
76440,三角形增二,ε TrA,Triangle Added II,Sānjiǎoxíng zēng II
76470,天辐一,υ Lib,Celestial Spokes I,Tiānfú I
76534,七公增十,φ Boo,Seven Excellencies Added X,Qīgōng zēng X
76600,天辐二,τ Lib,Celestial Spokes II,Tiānfú II
76628,日增一,41 Lib,Solar Star Added I,Rì zēng I
76669,七公增七,ζ1 CrB,Seven Excellencies Added VII,Qīgōng zēng VII
76705,从官增一[房宿],ψ1 Lup,Retinue Added I (In Room Mansion),Cóngguān zēng I
76742,房宿增三,42 Lib,Room Added III,Fángxiù zēng III
76750,三角形增四,κ2 Aps,Triangle Added IV,Sānjiǎoxíng zēng IV
76810,周增四,τ6 Ser,Zhou Added IV,Zhōu zēng IV
76852,周增七,ι Ser,Zhou Added VII,Zhōu zēng VII
76866,周增十四,χ Ser,Zhou Added XIV,Zhōu zēng XIV
76878,周增六,τ7 Ser,Zhou Added VI,Zhōu zēng VI
76880,日,κ Lib,Solar Star,Rì
76945,从官一[房宿],ψ2 Lup,Retinue I (In Room Mansion),Cóngguān I
76952,贯索五,γ CrB,Coiled Thong V,Guànsuǒ V
77048,贯索一,π CrB,Coiled Thong I,Guànsuǒ I
77052,巴增一,ψ Ser,Ba Added I,Bā zēng I
77055,勾陈四,ζ UMi,Curved Array IV,Gōuchén IV
77060,西咸四,η Lib,Western Door IV,Xīxián IV
77070,蜀,α Ser,Shu,Shǔ
77111,周增九,τ8 Ser,Zhou Added IX,Zhōu zēng IX
77163,蜀增三,HD140775,Shu Added III,Shǔ zēng III
77227,天乳增一,A2 Ser,Celestial Milk Added I,Tiānrǔ zēng I
77233,周,β Ser,Zhou,Zhōu
77249,周增十一,HD141040,Zhou Added XI,Zhōu zēng XI
77257,蜀增一,λ Ser,Shu Added I,Shǔ zēng I
77277,天床三,HD141653,Celestial Bed III,Tiānchuáng III
77336,周增十五,υ Ser,Zhou Added XV,Zhōu zēng XV
77412,周增十六,HD141353,Zhou Added XVI,Zhōu zēng XVI
77450,周增八,κ Ser,Zhou Added VIII,Zhōu zēng VIII
77464,天乳增四,30 Ser,Celestial Milk Added IV,Tiānrǔ zēng IV
77512,贯索六,δ CrB,Coiled Thong VI,Guànsuǒ VI
77516,天乳,μ Ser,Celestial Milk,Tiānrǔ
77578,巴增二,ω Ser,Ba Added II,Bā zēng II
77622,巴,ε Ser,Ba,Bā
77634,从官二[房宿],χ Lup,Retinue II (In Room Mansion),Cóngguān II
77635,房宿增四,b Sco,Room Added IV,Fángxiù zēng IV
77655,贯索增四,κ CrB,Coiled Thong Added IV,Guànsuǒ zēng IV
77660,天乳增二,b Ser,Celestial Milk Added II,Tiānrǔ zēng II
77661,贯索增十三,ρ Ser,Coiled Thong Added XIII,Guànsuǒ zēng XIII
77760,七公四,χ Her,Seven Excellencies IV,Qīgōng IV
77801,周增十三,39 Ser,Zhou Added XIII,Zhōu zēng XIII
77811,房宿增二,λ Lib,Room Added II,Fángxiù zēng II
77840,房宿增五,A Sco,Room Added V,Fángxiù zēng V
77853,西咸三,θ Lib,Western Door III,Xīxián III
77907,七公增十二,2 Her,Seven Excellencies Added XII,Qīgōng zēng XII
77952,三角形二,β TrA,Triangle II,Sānjiǎoxíng II
77984,房宿增六,4 Sco,Room Added VI,Fángxiù zēng VI
77986,七公增十一,4 Her,Seven Excellencies Added XI,Qīgōng zēng XI
78012,贯索增五,λ CrB,Coiled Thong Added V,Guànsuǒ zēng V
78072,郑,γ Ser,Zheng,Zhèng
78104,房宿二,ρ Sco,Room II,Fángxiù II
78159,贯索七,ε CrB,Coiled Thong VII,Guànsuǒ VII
78207,西咸二,48 Lib,Western Door II,Xīxián II
78265,房宿一,π Sco,Room I,Fángxiù I
78384,积卒增一,η Lup,Group of Soldiers Added I,Jīzú zēng I
78400,罚三,49 Lib,Punishment III,Fá III
78401,房宿三,δ Sco,Room III,Fángxiù III
78436,西咸增一,50 Lib,Western Door Added I,Xīxián zēng I
78442,巴增三,HD143553,Ba Added III,Bā zēng III
78459,贯索九,ρ CrB,Coiled Thong IX,Guànsuǒ IX
78481,晋增一,r Her,Jin Added I,Jìn zēng I
78493,贯索八,ι CrB,Coiled Thong VIII,Guànsuǒ VIII
78527,上宰,θ Dra,The Great Prime Minister,Shàngzǎi
78554,贯索增十二,π Ser,Coiled Thong Added XII,Guànsuǒ zēng XII
78592,七公增四,υ Her,Seven Excellencies Added IV,Qīgōng zēng IV
78685,巴增四,43 Ser,Ba Added IV,Bā zēng IV
78727,西咸一,HD144069,Western Door I,Xīxián I
78820,房宿四,β1 Sco,Room IV,Fángxiù IV
78918,积卒一,θ Lup,Group of Soldiers I,Jīzú I
78933,钩钤一,ω1 Sco,Lock I,Gōuqián I
78970,积卒增二,HD144415,Group of Soldiers Added II,Jīzú zēng II
78990,钩钤二,ω2 Sco,Lock II,Gōuqián II
79005,罚二,11 Sco,Punishment II,Fá II
79007,斗增四,45 Ser,Dipper for Liquids Added IV,Dǒu zēng IV
79043,晋,κ Her,Jin,Jìn
79045,晋增五,κ Her,Jin Added V,Jìn zēng V
79047,斗增三,46 Ser,Dipper for Liquids Added III,Dǒu zēng III
79072,斗增五,47 Ser,Dipper for Liquids Added V,Dǒu zēng V
79101,七公三,φ Her,Seven Excellencies III,Qīgōng III
79102,晋增四,8 Her,Jin Added IV,Jìn zēng IV
79119,贯索增六,τ CrB,Coiled Thong Added VI,Guànsuǒ zēng VI
79248,七公增十三,14 Her,Seven Excellencies Added XIII,Qīgōng zēng XIII
79280,勾陈增八,19 UMi,Curved Array Added VIII,Gōuchén zēng VIII
79332,晋增三,q Her,Jin Added III,Jìn zēng III
79349,贯索增十一,10 Her,Coiled Thong Added XI,Guànsuǒ zēng XI
79374,键闭,ν Sco,Door Bolt,Jiànbì
79375,罚增二,ψ Sco,Punishment Added II,Fá zēng II
79387,罚增一,16 Sco,Punishment Added I,Fá zēng I
79399,心宿增一,c1 Sco,Heart Added I,Xīnxiù zēng I
79404,心宿增二,c2 Sco,Heart Added II,Xīnxiù zēng II
79414,天床四,HD146603,Celestial Bed IV,Tiānchuáng IV
79420,勾陈增十,20 UMi,Curved Array Added X,Gōuchén zēng X
79488,斗增七,9 Her,Dipper for Liquids Added VII,Dǒu zēng VII
79492,斗二,49 Ser,Dipper for Liquids II,Dǒu II
79540,罚增三,χ Sco,Punishment Added III,Fá zēng III
79593,梁,δ Oph,Liang,Liáng
79607,贯索增七,σ CrB,Coiled Thong Added VII,Guànsuǒ zēng VII
79608,斗增六,HD146169,Dipper for Liquids Added VI,Dǒu zēng VI
79634,斗三,HIP79634,Dipper for Liquids III,Dǒu III
